UniProtAccFull	UniProtAcc	UniProtName	Gene	EntrezGene	R_01	R_02	R_03	R_04	R_05	R_06	R_07	R_08	R_09	S_01	S_02	S_03	S_04	S_05	S_06	S_07	S_08	S_09
P08937	P08937	OBP_RAT	Obp1f	192267	-0.812210911426956	-0.286700366887083	-1.22260085646518	-0.237822542402466	-0.610921163710928					1.39927328185359	-0.783230229804519	-0.744270225508715	0.481500467237931					
P09006	P09006	SPA3N_RAT	Serpina3n	24795	0.268585149263565	-0.0780319512298125	-0.0528025633479918	-0.206697560443136	-0.554733509963453	-0.0721203410781404	0.0193077235089106	-0.237292340439384	-0.00795727490249588	0.649286611436329	0.629340044555755	0.0422369675461225	-0.231321799137579	-0.2901049958049	0.162494645280349	-0.239261891193177	-0.0973436255133208	-0.0365412816244557
P09034	P09034	ASSY_RAT	Ass1	25698	0.0883291828582804	0.0526760579257021	0.129995444446586	0.198920304487003	0.218930791481525	-0.265711537201729	0.435600523004432	0.561947223806687	-1.02154856641391	0.411391956661487	0.194841703770955	0.00852990140481924	0.0882129349214675	-1.10392951936724	-0.944219126178928	0.342493760425095	-1.19175425701462	-0.333532784435684
P09117	P09117	ALDOC_RAT	Aldoc	24191	-0.20377419628088	0.178794222311991	0.116144187538789	-0.0967310126193473	0.0439803730041347	0.116407578257959	-0.0632859852348686	0.155804991778393	0.230047181755497	0.414627111671804	0.000277501731620222	0.307899615854498	0.0336831211993942	-0.0402676205312277	0.104365936609334	0.0365328092852332	-0.0668520991807156	0.0398009563790098
P09414	P09414	NFIA_RAT	Nfia	25492	-0.0538813842929692	0.0667420965367817	0.143435281427053	0.136854400278648	0.142921736356162	-0.0161522974288162	-0.0322976643810486	-0.192687170606672	-0.191322844588313	0.2181607559658	0.127473922085151	0.0388466331464438	0.16784682403938	0.493048537799624	-0.151441637931283	-0.344375946993597	0.563095115459258	-0.143048573138787
P09456	P09456	KAP0_RAT	Prkar1a	25725	0.098299215142124	0.12554979852419	0.11019249672472	-0.113589059479846	0.0383641167264411	-0.0633435390104311	-0.099733183281154	-0.0975147066436144	0.0247568886026217	0.0984735445146037	0.00466845918747505	0.0179669661465779	-0.0659497023729313	-0.0110404687788142	-0.0129176617022636	-0.0488697746892755	-0.0141626823983363	-0.036945036578672
P09495	P09495	TPM4_RAT	Tpm4	24852	0.054427050256688	0.16205299353533	0.150492827046803	-0.0369989027408235	0.0524766972006921	-0.00711520849138203	-0.172105509789568	0.0421235059759636	-0.0109084286821345	0.125451522817864	-0.0155027728240277	0.165900368501197	0.119876940622059	-0.0949003487262302	0.0652992701373895	0.123857080466142	-0.015667406326202	0.0387585070901194
P09527	P09527	RAB7A_RAT	Rab7a	29448	0.108390252194653	-0.0542690400170468	-0.0585384235322167	0.0738378790886886	-0.0654201943651661	0.0665189889494038	-0.0750419261803219	0.0318853475639128	0.0469600111783914	-0.250557272233291	-0.0193604206824	0.0320013432274	0.113819578742291	0.149526257663804	-0.0775294514430768	0.0264795318204787	0.128551741106022	0.0678328020641947
P09605	P09605	KCRS_RAT	Ckmt2		0.118513058475243	-0.169145675187233	-0.196643084695175	0.0362945432445729	-0.0698784028819053	0.0658783197386268	-0.089202005693156	0.0342059522145215	-0.0277127681413074	-0.682555408261381	-0.0902740853714963	-0.160761931890031	0.138081690942184	0.266840009415517	0.123233065890103	0.12799675885965	-0.0632598686702281	0.0201107992882265
P09606	P09606	GLNA_RAT	Glul	24957	-0.0179344805856108	0.168966378717592	0.0428244936754242	0.0809639458444497	-0.0402786487933259	0.129582308439448	-0.0442911225255289	0.00255615379909252	-0.00786366109607482	0.229091408521875	-0.0997579903943278	0.144306477536044	0.0924310168375537	-0.117412391054955	0.0617730204630379	-0.0546537038398918	-0.0937129202455089	-0.129608223343956
P09626	P09626	ATP4A_RAT	Atp4a		0.423353830937109	-0.148846441240779	-0.189587520559413	0.298102404852428	0.107047767466099	-0.0166088203628395	-0.221940106215648	-0.0506815044689838	-0.036888648930335	-0.930207035460907	-0.584751337526862	-0.250389440522132	-0.49390991010771	0.219808134024298	-0.219719679810104	0.0892964660903115	0.228820205844531	-0.143204185946265
P09650	P09650	MCPT1_RAT	Mcpt1	100360872	0.678276460074787	-0.534043195551145	-0.0544564229961095	0.915007401643364	0.419713153571975	-0.416633749320353	-0.0133429357549527	-0.731270080966932	-0.573806248107863	-0.395512883336085	0.0256607728505491	0.156551509917578	-0.1962713569011	0.571247630958651	-0.411083061044044	-0.701545956508902	0.408638678949566	-0.421195613902549
P09739-7	P09739	TNNT3_RAT	Tnnt3	24838	0.00926856442549914	-0.0239768790402305	0.0485127995040099	0.06363392827256	-0.0303846110971703	0.0332970602905819	-0.103354409679688	-0.0569886815615286	0.0236705494867719	-0.0301268594089901	0.00508289041531884	0.240569322049118	0.00875482916931591	0.0943700667897252	0.0638835602833211	-0.0311418163090957	0.112976570755049	-0.0163044013071114
P09811	P09811	PYGL_RAT	Pygl	64035	-0.0224486230179154	0.251338803298151	0.241245553602897	0.117805423492406	0.205973760058252	0.196964936046162	0.0279911968060549	0.157976858883615	0.167079719769527	0.310482706085058	0.0374627201059407	0.161347969431395	0.117742398526055	0.0668277342225016	0.111728135284176	0.145233031973927	0.105097168724596	0.114335548037661
P09812	P09812	PYGM_RAT	Pygm		-0.134905577205316	0.0970204807248702	0.136824359241557	0.070470149758445	-0.00788095819395218	0.0616977601739367	-0.067754872361719	0.0570002546606497	0.0959795963084073	0.126200200467544	-0.0917129813765443	0.0908120018810009	0.0116629394628046	-0.0366124291814623	-0.000806986051570258	0.0611290445803612	-0.00344730249213454	0.0607448866713907
P09895	P09895	RL5_RAT	Rpl5	81763	-0.0668215228354813	-0.0151676427360304	0.0609291299239402	0.0103965206745278	0.0131280034446341	0.109588017379095	-0.178204210142733	0.281934804387839	0.389688170930535	-0.250656090876279	0.13795942233088	0.0362791086433178	0.0856490355428929	-0.44456576614469	0.341723551288815	0.417350064754043	-0.26205751547754	0.311765543586738
P0C089	P0C089	PTPM1_RAT	Ptpmt1		0.157126600293235	-0.0141204999758376	-0.178046171149589	0.22765577442699	0.141579119809079	0.0556422746843367	0.0885945779893154	-0.0172229427257298	-0.18952702872321	-0.201224800359371	0.0561663618725196	-0.155187888394301	0.0736308705367992	0.40720190178684	0.00574205831790486	-0.118761960452994	0.0788611933563028	-0.256686539425663
P0C0A1	P0C0A1	VPS25_RAT	Vps25	681059	-0.0834369962418615	0.066975613409182	-0.0766973215168221	-0.133706952386585	0.0329808181171878	-0.0613291908498086	-0.0870944882092565	0.00140894219870363	0.0422286450130977	-0.382137659896495	-0.131661145391669	-0.0614001067059931	0.0579465970095721	-0.0355194448182714	0.0791434017795556	0.161600533141229	0.0266486538177459	0.0195042643130436
P0C0A2	P0C0A2	VPS36_RAT	Vps36		0.143258191110974	0.0705094122042927	0.111517071688178	0.18516293460584	0.107325397923262	-0.145837045999909	-0.180752204280658	0.0187120397306629	-0.176748422067835	0.116527756689724	-0.0505295509778655	0.00610077294358713	-0.14776915787692	-0.170667144845325	0.0244719158707463	0.0244077127187639	-0.165310277477959	-0.228940102625533
P0C0A9	P0C0A9	SVIP_RAT	Svip	499157	0.158356833406511	-0.29471599037163	-0.345798168062919	0.103172538134608	-0.259481617987361	-0.3958483630035	-0.251466521042335	-0.352220316154231	-0.148093081125747	-0.615812186070915	-0.0108945693262892	-0.0946950924896659	-0.0147031874247562	0.356469953156712	-0.072939281396225	-0.10694627784235	0.87607609228577	-0.223586952020115
P0C0S7	P0C0S7	H2AZ_RAT	H2afz	58940	-0.0995498822107452	-0.067277702873551	0.0278752465982504	0.0632436925988377	-0.152836705394328	0.0157615755667033	0.136564498499992	-0.0690892569274902	0.051596772153909	0.198697635709419	-0.045973259922923	0.0770723257029886	0.0768649550903056	0.200433969638314	0.0660449211906063	-0.0406300400814604	0.0623062332345922	0.0669285764010898
P0C1S9	P0C1S9	DGLB_RAT	Daglb		0.261479281829	0.0148085829274879	0.146537746117696	0.286926232012071	-0.25282947395075					0.25274959690196	0.184660871849318	-0.0172738007227112	0.078434645813224					
P0C2B9	P0C2B9	RM42_RAT	Mrpl42	103691922						-0.0108248087659794	-0.0186349776805973	-0.00230364196011351	-0.0575960326393117					0.0692840498373277	0.0258049962248124	0.186788836684685	0.00698198197235389	0.00779675132729751
P0C2C0	P0C2C0	RM22_RAT	Mrpl22	287302						-0.0128422417903695	0.102220055702434	-0.0145258975058762	-0.0993402122515798					0.206666605440507	-0.00633817431968964	0.227943204594874	-0.11048738377079	0.0880531034349023
P0C2C1	P0C2C1	RM30_RAT	Mrpl30	301352						0.169003332057801	0.0995164064048578	0.0907511814772624	-0.0436664187309084					0.291314435556124	0.12709179940735	0.140419762951854	0.339261436938746	-0.0483053639314093
P0C2C4	P0C2C4	RM10_RAT	Mrpl10		0.0604378432155508	-0.1167348676644	-0.132330658380159	-0.128236147032335	0.0392664987958382	0.0170706337732552	0.0544269829273825	0.0320509372459005	-0.1060752555835	-0.52215134367374	0.123397082103439	-0.0758394237091292	0.253119179057091	0.102022058119578	0.135065758479413	0.197253775919226	-0.0302989429374125	-0.0124215583542729
P0C546	P0C546	S2542_RAT	Slc25a42		0.219946010830614	-0.0766020823374698	-0.0729016306722928	0.142829347968672	0.0865083839976725	0.13667586797252	-0.0142989319315036	0.18754984603457	0.00049194240271587	-0.67421042606835	0.0360375600478032	-0.0807304367170442	0.173134705060908	0.509703993806218	0.0517260112797923	0.00611992798685534	0.195099124372621	-0.0345491223265902
P0C548	P0C548	PLPL2_RAT	Pnpla2	361676	-0.0276315212189357	-0.0860785951592692	-0.0891227480995442	0.585052135578685	-0.0544700290363876	-0.225700782647836	-0.254200334256293	-0.284382227244352	-0.209946501878781	-0.203878493975191	0.0332610741102906	-0.183488729342686	-0.228860427084388	-0.136635140447607	-0.220587247323974	-0.104119926106675	-0.20626483896745	-0.376981000108202
P0C595	P0C595	DUPD1_RAT	Dupd1	361003	-0.0829355269388472	-0.0377310828301254	0.0851314766010481	-0.124783157545588	-0.088106045975696	0.276786859987764	0.0553019136042424	0.14257450056253	0.187931087041683	0.229672284781989	-0.081972502577806	-0.0743911939416103	-0.0473462660802267	0.0365032163518419	-0.0383567715423143	-0.0382004189135133	0.14246958475636	0.0611339282066975
P0C5H9	P0C5H9	MANF_RAT	Manf	315989	0.0339710878885194	0.0614196375723599	0.0850075788854927	0.0923216300675599	0.0575354312776597	-0.0527909781195862	-0.163720439016394	0.0426701417615865	0.0347067568919047	0.378398173281241	0.0967972318692155	0.187854103016834	0.051634756996464	-0.0137381212872283	0.0666825357159496	-0.0733553303354307	0.0511554921395244	0.0437310224896973
P0C5I0	P0C5I0	CDNF_RAT	Cdnf	361276	-0.199942566945583	0.131035397511837	0.113853737241799	-0.048811968613251	-0.0122872697871463	0.00983165278848808	-0.225119397890952	-0.0428787244980002	0.0360450791927866	0.392656580783926	0.0627248572887411	0.177366104991454	-0.0186748799985373	-0.18961001729668	0.0357433665880985	-0.0661542557284408	-0.141073202700569	-0.00621779045598075
P0C5W1	P0C5W1	MAP1S_RAT	Map1s	290640	-0.0801997352537104	-0.0281838538918395	0.0940040831474971	0.0463007642104004	-0.15843296775422	0.0581287170545194	-0.208738158626296	0.0800019316040542	-0.0741215906233089	0.211569521143429	-0.0668601517701721	-0.110088480912482	-0.238115164610273	-0.0732653533326141	0.168058088544764	0.272748713505004	0.367333182134967	-0.0498688021815205
P0C6B1	P0C6B1	S35E1_RAT	Slc35e1	498599	0.47034927146054	0.108324067911769	0.279291052374056	0.453936442448992	0.367885017819564					-0.0940783295076915	-1.11379369206034	-0.290014841074038	-0.42040675729971					
P0C7W2	P0C7W2	TOR2X_RAT	Tor2a		-0.190683004419967	-0.18020868645131	-0.0561341210200984	-0.153049053131563	-0.180163020712245					-0.169041086846142	-0.438080743909445	-0.242022104411304	-0.309495140086123					
P0CC09	P0CC09	H2A2A_RAT	Hist2h2aa3	365877	-0.0202145391024479	-0.065845348700401	0.0560589412095447	0.137401300314704	-0.0906586093171399	0.0161959436932226	-0.067814025361899	-0.191732320736433	-0.255951894537552	0.0915191446589116	-0.171461213845554	0.0332509670587615	-0.0802444828869738	0.488894712742325	-0.130574777937458	-0.303800847348058	0.365227155838437	-0.201469836796372
P0CD94	P0CD94	UQCC3_RAT	Uqcc3	690344	0.204853261210672	-0.105207395984553	-0.174862811642017	-0.0621299437503162	-0.154267293986707	-0.0938695985770075	-0.0170864045195145	-0.602144298473198	-0.812331094575529	-0.262211864691285	0.347142931599977	0.339594094760759	0.371436707684119	1.15166277824943	-0.438987524728548	-0.726383187423927	0.487862180522591	-0.790213383412152
P0CE43	P0CE43	GRB10_RAT	Grb10	498416	-0.169440797480581	0.0493705397717513	0.0549563443673469	0.0624149679221976	0.156983060843302	0.0638847430595786	0.0131901791413489	-0.0657210171586162	0.0158520529932424	0.0433520093848508	0.0238279727738603	0.0339788060928672	-0.137926036271052	-0.0459168928845743	-0.00487755335254592	-0.0330420397890255	0.0696816662841985	0.0935505737558726
P0DKR2	P0DKR2	TCAIM_RAT	Tcaim	363169	-0.119477132608128	-0.0575381627856297	-0.0927030886588461	-0.194704059041741	-0.0805147592130072	-0.384270468826079	-0.485674247545385	-0.426608216154983	-0.259496197495476	-0.574556681309042	-0.0960355501164309	-0.0447144238915309	0.164153474070336	-0.22732231787447	-0.42874408348929	-0.27288218286311	-0.119050056017799	-0.138070570333958
P0DMW0	P0DMW0	HS71A_RAT	Hspa1a	24472	0.0778029039550427	0.037956786267331	-0.0863714004215506	-0.18752516080574	0.114213898599158	-0.120110304269233	0.0749927620742513	0.0640344197294181	-0.0664322719250151	-0.28420504660021	-0.0496920103977261	-0.17497149094627	-0.0055653817146909	-0.0409322888922419	0.0397047177903201	-0.0318908739733493	-0.161452926492741	0.0173010472118575
P0DN35	P0DN35	NDUB1_RAT	Ndufb1		0.291424727756499	-0.104678680803966	-0.127998367842404	0.124432416015787	0.0686526688647582	-0.274230786752511	-0.188724659906121	-0.100667263783464	-0.182652847050177	-0.983627817496975	0.0561740414086395	-0.0224759148330036	0.362043580748031	0.350510594572884	-0.192467768757323	0.0646964149480638	-0.192587591780009	-0.183961657323168
P0DP30	P0DP30	CALM2_RAT	Calm2	24242	0.02552005651613	0.108353415538396	0.114173037384179	-0.0655918446586069	-0.0088818521217327	0.0706499827110199	-0.180715104554114	-0.0307805181200144	0.127788484679947	0.213911503770819	0.117448281541452	0.177043400403095	0.03343868288742	0.0303344242390617	0.122821261011336	0.181795675523577	0.0837244133490177	0.111352864887708
P10066	P10066	CRGB_RAT	Crygb	301468	0.790851325174034	-0.161548984902652	0.0318711459771491	-0.179271413932915	-0.0649870343979823					-0.270014524949545	0.31073664227419	-0.285035935724177	0.187177478921878					
P10111	P10111	PPIA_RAT	Ppia	25518	-0.122700216139354	0.167908136292186	0.209382570912473	-0.0374574413167754	-0.0133155664426842	0.0389554159523817	-0.0472601607606946	-0.0471128353162144	0.0397962997835757	0.600858242557282	0.0853289821364451	0.0799625234898473	-0.0287520054949236	-0.00437062696049015	0.160345196328547	0.0103259425395194	0.0212357754410527	0.0492802415121495
P10252	P10252	CD48_RAT	Cd48	245962	0.281385283336067	-0.239136103976831	-0.19334415637448	0.297316510650672	0.020250338566578	-0.234316842807968	0.11939265359936	-0.199206692960946	0.0179438247783014	-0.0341419684819084	0.215411092890878	0.0471403375719389	-0.074077226240625	0.0654432235769032	-0.0489710979095567	-0.148198892845459	0.326709023526262	-0.150508333058594
P10536	P10536	RAB1B_RAT	Rab1b		0.545461192390616	0.127534787414493	0.156494399895623	0.518818983584236	0.387497951697267	-0.0488205167661303	0.188435028311184	0.139931992864553	-0.221402104272526	-0.269812912415991	-0.24009582422944	-0.144076915927291	-0.201010403205001	0.0854719862045025	-0.361775391748337	0.0242728687720353	-0.319183066536447	-0.264156560369333
P10688	P10688	PLCD1_RAT	Plcd1	24655	0.00897957487179599	0.0647286995360815	-0.0177402754474804	-0.190798305161051	-0.128797905190283	-0.0830448489254586	0.0588647462017691	-0.0361670626867128	0.0744107844777023	0.0380627233049631	0.130513470075228	-0.0323511715468375	0.0262851202601441	-0.10103810672949	0.0187166763109268	0.0473185028434812	0.00217861883456871	0.0678287950262872
P10759	P10759	AMPD1_RAT	Ampd1	25028	0.0456467942175462	0.12015905924576	0.0820026653269916	-0.0166759488777055	-0.0646686721303549	-0.00531066577293526	-0.0130674131284345	0.136813660464976	0.163436837464558	0.247820825772057	0.0693109483761517	0.0557974283942599	-0.023575575945865	-0.0102218974954222	-0.00318562674499245	0.0910821001319299	-0.0239726866185661	0.130223389636756
P10760	P10760	SAHH_RAT	Ahcy	29443	0.00967980735919674	0.0949820912248131	0.0887015522510602	-0.0250803469138401	-0.0226323528348708	-0.0254163753231562	-0.0792849818823309	-0.0145429479327983	-0.0249437153434352	0.0470125125531821	0.0369945394432688	0.101143394357969	0.0529834668963743	-0.144264697825827	0.0444784611615579	-0.034500639689386	-0.11131248953988	-0.00474695578647144
P10817	P10817	CX6A2_RAT	Cox6a2		-0.455373412723548	-0.0631305600884346	-0.173338645720399	0.159824502461176	0.0620745499167331	-0.331984059014659	-0.904772803292433	-0.315877752470206	-0.579279055777855	-0.480140827154743	0.026175847838648	-0.0319354436835162	-0.106714023417687	1.34248606146685	0.16931156880721	-0.45656198710577	0.624435482545601	-0.455116117489074
